wav_filename,wav_filesize,transcript
common_voice_tr_18813943.wav,152108,oranda iki bin yılından beri ilk defa düşüş yaşandı
common_voice_tr_18813944.wav,149804,türkiye nükleer santral kurulmasını onayladı
common_voice_tr_17812744.wav,89900,peki bunu yapabilirler mi
common_voice_tr_17812746.wav,145196,ancak bugün daha farklı düşünüyorum
common_voice_tr_17812747.wav,182060,kimse ne olduğunuzu kim olduğunuzu umursamazdı
common_voice_tr_17812748.wav,152108,hakkari'de oy verme oranı yüzde altıda kaldı
common_voice_tr_17812749.wav,110636,daha ayrıntılı bilgi verilmedi
common_voice_tr_18768122.wav,109868,bu düşüncesinde yalnız da değil
common_voice_tr_18799224.wav,111404,şimdi başarılı olup bu bariyeri kırarlar mı
common_voice_tr_18799226.wav,106028,bizim için silahlı kuvvetler kutsaldır
common_voice_tr_18429705.wav,124460,niçin
common_voice_tr_18429716.wav,166700,katılım yüzde altmış iki virgül sekiz oranından gerçekleşti
common_voice_tr_18429717.wav,101420,hepimiz doğru yoldayız
common_voice_tr_18429714.wav,156716,makedon başkenti haftasonu cazla dolup taştı
common_voice_tr_18377184.wav,148268,yeni meclis ilk oturumunu gerçekleştirdi
common_voice_tr_18377185.wav,163628,tesisin yüz yüz yirmi yeni iş yaratması bekleniyor
common_voice_tr_18377186.wav,117548,fakat süreç içinde sorunlar da yaşanmıyor değil
common_voice_tr_18377188.wav,126764,ab resmi bir açıklamada bulunmadı
common_voice_tr_18377189.wav,102188,makedon okulları çevre eğitimine kavuştu
common_voice_tr_18429707.wav,144428,umarım bu şekilde anlaşılmıyordur
common_voice_tr_18812154.wav,132140,sergi yirmi sekiz şubat'a kadar açık kalacak
common_voice_tr_18812158.wav,94508,oylar hala sayılıyor
common_voice_tr_18812163.wav,132140,yarı maraton yarışını bir çift avrupalı kazandı
common_voice_tr_19956861.wav,118316,sonucu ancak seçim sonuçları belirleyecek
common_voice_tr_19956860.wav,138284,tüm partiler erken seçim yapılmasını istiyor
common_voice_tr_19956909.wav,172844,şimdi ben muayene olmaya gitsem ve doktor beni kabul etmese ne olacak
common_voice_tr_19956912.wav,108332,belge on sekiz haziran'da sunulacak
common_voice_tr_19956913.wav,142124,projenin toplam maliyeti iki yüz kırk yedi milyon avro
common_voice_tr_17511761.wav,134444,arnavutluk pazar sınırlamalarını kaldırdı
common_voice_tr_17511771.wav,99884,kazı çalışmaları yaklaşık altı ay sürecek
common_voice_tr_17511772.wav,80684,en son teknolojiler sunulmalı
common_voice_tr_17511780.wav,96044,kosova dış yatırımı çekebilir mi
common_voice_tr_17511782.wav,145964,sergide otuz beş ülkeden yüz altmış fotoğraf yer alıyor
common_voice_tr_17343553.wav,132908,festival pazar günü sona eriyor
common_voice_tr_17343551.wav,134444,aşırı derecede kapalı bir ortamımız var
common_voice_tr_17343554.wav,142124,bunun dışında bir başına bu yaşlıca teyze
common_voice_tr_17347757.wav,125228,türkiye kadın hakları konusunda zor durumda
common_voice_tr_17351843.wav,222764,burada bir savaş yaptık
common_voice_tr_17351844.wav,141356,genelde ağırlık bağımsız filmlere veriliyor
common_voice_tr_17351854.wav,180524,sırbistan ve karadağ sıralamaya alınmadı
common_voice_tr_17351845.wav,150572,hüseyni ise bu düşünceye kızıyor
common_voice_tr_17351855.wav,143660,fakat toplantı asla gerçekleşmedi
common_voice_tr_18991907.wav,107564,bu biraz etkili oldu ama sona erdi
common_voice_tr_18991914.wav,122924,tüm bunlar ilgimizi çekse de uzun kalamazdık
common_voice_tr_18991913.wav,117548,proje yaklaşık on beş bin kişiye iş sağlayacak
common_voice_tr_18991916.wav,99884,yine de sarkozy'nin fikri destek buluyor
common_voice_tr_18991915.wav,99884,yenilgiden sonraki gün
common_voice_tr_17529152.wav,99884,buna mahkemede karar verilecek
common_voice_tr_17529153.wav,99884,ancak istihdam oranı sabit kalıyor
common_voice_tr_17529156.wav,99884,maç en azından sırplar için tam bir felaketti
common_voice_tr_17529154.wav,94508,konuşma romenlerin çoğunu duygulandırdı
common_voice_tr_17529158.wav,121388,ancak satış bazı tartışmalara yol açtı
common_voice_tr_17529159.wav,69164,bunun nedenleri ise ortada
common_voice_tr_17529160.wav,67628,ne onlara ne de bize yetecektir
common_voice_tr_17435531.wav,169004,milletvekili dokunulmazlığı adaletten muaf olmak mı
common_voice_tr_17435533.wav,98348,siz ne düşünüyorsunuz
common_voice_tr_17867081.wav,119084,etkinlik otuz ekim'e kadar devam edecek
common_voice_tr_17867093.wav,106028,teklifler yirmi bir mayıs'ta değerlendirilecek
common_voice_tr_17867092.wav,96044,verilen süre yirmi dokuz eylül'de sona eriyor
common_voice_tr_17867085.wav,115244,sergi yirmi beş mayıs'a kadar açık kalacak
common_voice_tr_18393290.wav,172844,şimdi ise bu oranlar yer değiştirdi
common_voice_tr_17867095.wav,115244,ana yemek ya domuz ya da kuzu rostosu oluyor
common_voice_tr_18393439.wav,96044,armagedon küsmüş
common_voice_tr_18393458.wav,107564,ancak tutuklama olmadı
common_voice_tr_18393457.wav,169004,ülkede altı yüz seksen romen askeri bulunuyor
common_voice_tr_18188211.wav,159788,bana iş teklif ettiler
common_voice_tr_18188214.wav,234284,kosova seksenden fazla ülke tarafından tanınıyor
common_voice_tr_18188210.wav,176684,her gün yeni binalar ve bulvarlar yapılıyor
common_voice_tr_18188215.wav,205868,fakat liberal demokrasiler bile tek parça değil
common_voice_tr_18188213.wav,182828,bunlar haberden ziyade kısa birer film gibiydi
common_voice_tr_18188217.wav,180524,kosova ilk film festivalini başlattı
common_voice_tr_17529088.wav,172844,konvoydaki memurlar ateşe yanıt verdi
common_voice_tr_17529090.wav,126764,bu sorun oluyor mu
common_voice_tr_17529098.wav,98348,fakat hikaye bununla bitmiyor
common_voice_tr_17529097.wav,226604,ve en zorlu seyirci yani çocuklar arasındaki ilgiyi nasıl devam ettirebiliyorsunuz
common_voice_tr_17529099.wav,117548,kopenhag kriterlerini hepimiz biliyoruz
common_voice_tr_17529100.wav,138284,patlamada altmıştan fazla insan yaralandı
common_voice_tr_19226118.wav,149804,teklif süresi on şubat'ta sona eriyor
common_voice_tr_19226135.wav,145964,toplam yatırım yirmi milyon avroya ulaşabilir
common_voice_tr_19226136.wav,125228,binada restorasyon çalışmaları sürüyor
common_voice_tr_17857532.wav,52268,paniğe gerek yok
common_voice_tr_17857533.wav,130604,bu neredeyse her yüz erkekten ikisi demek
common_voice_tr_17857535.wav,102188,seçimlerde usulsüzlük bildirilmedi
common_voice_tr_17857534.wav,121388,cezalar yirmi yedi eylül'de verildi
common_voice_tr_17857540.wav,75308,satarsak zarar mı ederiz
common_voice_tr_17857536.wav,144428,teklifleri sunma süresi yirmi altı mayıs'ta sona eriyor
common_voice_tr_18137603.wav,211244,etkinlik yedi haziran'da sona erecek
common_voice_tr_18137602.wav,148268,semir osmanagiç kolay pes etmiyor
common_voice_tr_18137605.wav,140588,sanatta herşey kendi yerine düşer
common_voice_tr_18137604.wav,171308,dava nisan ayı başlarında sona erdi
common_voice_tr_18137626.wav,107564,ancak bu olmadı
common_voice_tr_17526347.wav,199724,eski bakan suç işlemediğini iddia ediyor
common_voice_tr_17526349.wav,96044,reformlar gerekli olacak
common_voice_tr_17526353.wav,149804,bu papanın yüzüncü dış dini gezisi oldu
common_voice_tr_17526350.wav,142124,bu bilgiler resmi olarak doğrulanmış değil
common_voice_tr_17526354.wav,205868,bosna hersek'te pek çok dini mekan bulunuyor
common_voice_tr_17526355.wav,155948,olayın ilk saatlerinde yaralanma bildirilmedi
common_voice_tr_18375481.wav,134444,anlaşma bir ocak'ta yürürlüğe girecek
common_voice_tr_17526356.wav,142124,limaj ise ev hapsinde tutuluyor
common_voice_tr_18375483.wav,142124,gelecekte ne tür adımların atılması bekleniyor
common_voice_tr_18375489.wav,122924,bundan cumhurbaşkanı bile etkilendi
common_voice_tr_18375485.wav,125228,ancak hala bazı engeller var
common_voice_tr_18375486.wav,130604,fonlar eğitim projelerinde kullanılacak
common_voice_tr_18375488.wav,126764,ancak onlar olmadan film de yapılmaz
common_voice_tr_18375490.wav,132908,yeni lider on sekiz şubat'ta ant içecek
common_voice_tr_18721778.wav,159020,bakanı koalisyon ortakları bile eleştirdi
common_voice_tr_18721779.wav,168236,programda on ülkeden yirmi bir belgesel yer alıyor
common_voice_tr_18721781.wav,122156,yağmur aynı zamanda temizler
common_voice_tr_18721782.wav,182060,konseyin yüz yirmi üyesi iki hafta içinde belirlenecek
common_voice_tr_18721783.wav,148268,selimaj yaklaşık otuz avro harcıyor
common_voice_tr_17524131.wav,268844,yazarın yetmiş kitabı yirminin üzerinde dile çevrildi
common_voice_tr_18721784.wav,159788,mağdurların hiçbir hakkı olmaması çok saçma
common_voice_tr_17524162.wav,130604,bu listede eksik kaldığını hissettiğiniz bir şeyler var mı
common_voice_tr_17524161.wav,102188,sonra da aptalca hatalar
common_voice_tr_17524164.wav,159788,bugün oluşumun bünyesinde seksen beş ülke yer alıyor
common_voice_tr_17524163.wav,98348,bir sonraki adım ne olacak
common_voice_tr_19451220.wav,128300,bu kuşak toplumu ileri taşıyabilecek mi
common_voice_tr_19451221.wav,138284,fedailerinden birisi ise hayatını kaybetmişti
common_voice_tr_19451246.wav,138284,uçuş güvenlik tedbirleri derhal artırıldı
common_voice_tr_19451249.wav,143660,nüfusun geri kalan kısmı ise on beş yaşın altında
common_voice_tr_19451248.wav,105260,reisi olmayan bir ev gibiydi
common_voice_tr_19451251.wav,133676,makedonya turnuvayı on birinci sırada tamamladı
common_voice_tr_19451252.wav,130604,onlar da beş alp disiplininde yarışacaklar
common_voice_tr_18373894.wav,145964,bu yılki rapor serinin sekizinci raporu oldu
common_voice_tr_18373923.wav,111404,yeni yasa uyarınca bunlar da kaldırıldı
common_voice_tr_18373924.wav,117548,doğrusu benim için hoş bir sürpriz oldu
common_voice_tr_18373896.wav,180524,başlıca farklılık noktaları ekonomik
common_voice_tr_18373926.wav,149804,bu arada da kendi hayatını sürdürmeye çalıştı
common_voice_tr_18373895.wav,163628,fuara altı yüz yerli ve yabancı yayınevi katılacak
common_voice_tr_18991910.wav,166700,bizim için silahlı kuvvetler kutsaldır
common_voice_tr_18373925.wav,107564,hayvar kırmızı biberden yapılıyor
common_voice_tr_18991909.wav,125996,romanya'da araba işi patlama yaşıyor
common_voice_tr_18995625.wav,175148,maç otuz bir yirmi dokuz skorla sona erdi
common_voice_tr_18995626.wav,141356,yine de herşey kıbrıs'ın kendi kararına bağlı
common_voice_tr_18995628.wav,109100,komşu ülkeler de izleyecek modeller oluşturdular
common_voice_tr_18076865.wav,149804,türk dışişleri bakanı bükreş'i ziyaret etti
common_voice_tr_18076866.wav,155948,üç yarışta da ortayı vurmak bu kadar sık olmaz
common_voice_tr_18076868.wav,117548,ancak ilk sonuçlar telafi edildi
common_voice_tr_18076869.wav,117548,makedonya'ya dünyanın kapılarını da açıyor
common_voice_tr_18076903.wav,132908,ama arabuluculuk rolünü türkiye üstlenebilir
common_voice_tr_18076904.wav,115244,festivale elli yabancı film katıldı
common_voice_tr_17529248.wav,155948,ancak reformu siyasi bağlamı pek dostça olmadı
common_voice_tr_17529250.wav,145964,kalbi bir kez olsun kırılmamış insan var mıdır
common_voice_tr_17529254.wav,140588,halk hızlı ve kolay kazanca pek hevesliydi
common_voice_tr_17529267.wav,102188,dava yedi yıl sürüncemede kaldı
common_voice_tr_17529266.wav,102188,bunların çoğu tanınmış ve saygın kişiler
common_voice_tr_17529268.wav,117548,sergi yirmi bir mart'a kadar devam edecek
common_voice_tr_17366170.wav,129068,bu karar da çalışmaları hızlandırdı
common_voice_tr_17529269.wav,117548,parlamento değişikliği geçen ay kabul etmişti
common_voice_tr_17366172.wav,121388,bu bina bir dini yapıdan fazlasıdır
common_voice_tr_17366171.wav,111404,sırbistan'da da tepkiler aynı
common_voice_tr_17366178.wav,111404,borcun geri kalanıysa kosova'nındı
common_voice_tr_17366184.wav,130604,budva bu sefaletinde yalnız da değil
common_voice_tr_17366181.wav,115244,çıkartma takasında kadınlar da yer alıyor
common_voice_tr_17366183.wav,109868,sırp paralı askerleri libya'da mı
common_voice_tr_18065077.wav,213548,ancak sürmekte olan siyasi kriz olası ziyaretçileri caydırabilir mi
common_voice_tr_18399040.wav,139820,bir çocuğun dikkati bir saatten uzun sürmez
common_voice_tr_18065080.wav,150572,kuş kafesim artık boş çeşmede bir damla su yok
common_voice_tr_18404737.wav,136748,bu neredeyse her yüz erkekten ikisi demek
common_voice_tr_18404738.wav,235820,peki ya çocukların sadece benim değil yunan ailelerinin yetiştirdiği bütün o çocukların geleceği
common_voice_tr_18404739.wav,159020,hükümet anlaşmayı haziran ayında imzalamıştı
common_voice_tr_18404740.wav,114476,sürekli bir korku içinde yaşıyoruz
common_voice_tr_19593419.wav,176684,bu bizi mahveder
common_voice_tr_19593421.wav,161324,turnuva cumartesi gününe kadar devam edecek
common_voice_tr_19593422.wav,111404,şanslı para kimin olacak
common_voice_tr_19593437.wav,165164,programın toplamı otuz milyon dolar değerinde
common_voice_tr_19593436.wav,172844,projenin değeri yaklaşık altı yüz elli bin avro
common_voice_tr_19593439.wav,140588,bu yüzden meclis çalışmaları durmuş durumda
common_voice_tr_19593438.wav,145964,seçimler on sekiz nisan'da yapılacak
common_voice_tr_17519512.wav,98348,yargı mevkilerine adaylıklar sürüyor
common_voice_tr_17519514.wav,132140,o tarihten itibaren birliğe on yeni ülke katıldı
common_voice_tr_17519513.wav,120620,diğerlerineyse sadece şifa umut etmek kalıyor
common_voice_tr_17519511.wav,120620,bakanın istifa kararı pek çok kişiyi şaşırttı
common_voice_tr_17519515.wav,172844,emekliler ayda ortalama iki yüz otuz beş dolar alıyor
common_voice_tr_17519516.wav,103724,kabinede on dokuz bakan bulunuyor
common_voice_tr_17519517.wav,110636,fakat daha farklı açıklamalar da mevcut
common_voice_tr_19813973.wav,117548,kurbanlardan ikisi kadındı
common_voice_tr_19813974.wav,183596,bu yılki rapor serinin sekizinci raporu oldu
common_voice_tr_19813976.wav,138284,patlamada altmıştan fazla insan yaralandı
common_voice_tr_19813977.wav,152876,irak savaşı türk turizmine ağır darbe vurdu
common_voice_tr_19813979.wav,149036,cotard bunların patlamadığını da belirtti
common_voice_tr_19813980.wav,185900,bir sonraki ay bir anayasa kabul edildi
common_voice_tr_19813982.wav,135980,ancak bütün haberler de karamsar değil
common_voice_tr_18464541.wav,160556,bu kitabı yazma fikri nerden aklınıza geldi
common_voice_tr_19813981.wav,133676,dayton uygulamasında kim kimdir
common_voice_tr_18464544.wav,131372,polisin soruşturması devam ediyor
common_voice_tr_18464545.wav,149804,eski bakan suç işlemediğini iddia ediyor
common_voice_tr_18464546.wav,148268,buzhala buna katılıyor
common_voice_tr_18464549.wav,152108,anlaşmanın bu sonbaharda imzalanması bekleniyor
common_voice_tr_19867666.wav,158252,sırp yetkililer statüyü memnuniyetle karşıladı
common_voice_tr_19867673.wav,140588,blackard yaklaşık on bin kişiye de iş verecek
common_voice_tr_19867674.wav,125228,polis grubun yirmi bir üyesini tutukladı
common_voice_tr_19867676.wav,131372,sırp yüzücü pazar günkü yarışmada birinci oldu
common_voice_tr_19867677.wav,117548,bu da tehlikeli olabilir
common_voice_tr_19867675.wav,135212,savcılar şaibeli nedenlerle davadan alındı
common_voice_tr_19867678.wav,107564,kişisel veriler artık daha iyi korunuyor
common_voice_tr_19867679.wav,122924,şebeke bağlantılarının yüzde yirmiye yakını kaçak
common_voice_tr_17410662.wav,76076,maaşlarımızı kesecekler
common_voice_tr_17410661.wav,152876,düşüş bir noktada yüzde altı virgül yediye ulaştı
common_voice_tr_17410663.wav,122924,evlerde bile insanlar maskeler takıyorlar
common_voice_tr_17410665.wav,114476,zaman değişiyor ve insanlar da değişiyor
common_voice_tr_17410666.wav,105260,sonuç konusuna iyimser mi bakıyorsunuz
common_voice_tr_17410668.wav,137516,ledra caddesi'ndeki barikat kırk yıldır duruyordu
common_voice_tr_17674819.wav,171308,türkiye'nin ise daha çok çalışması gerekiyor
common_voice_tr_17410669.wav,110636,teknenin batması yaklaşık üç dakika sürdü
common_voice_tr_17674823.wav,123692,bayram üç gün sürüyor
common_voice_tr_17674821.wav,194348,ancak kabakçı aynı fikirde değil
common_voice_tr_17674840.wav,135980,fakat plan hedeflerine ulaşabilecek mi
common_voice_tr_17674842.wav,152108,ancak hareket hiç de eleştirilmiyor değil
common_voice_tr_17674843.wav,122924,fakat bu sorun uzun zamandır devam ediyor
common_voice_tr_19500136.wav,138284,ne yazık ki insanlar şiddete fazla eğilimli
common_voice_tr_19500131.wav,126764,aksi takdirde yeni seçimler yapılacak
common_voice_tr_19500139.wav,125228,priştine seyahat ve turizme odaklanıyor
common_voice_tr_17760315.wav,155180,hepimiz bunun bir bahane olmadığını düşünüyoruz
common_voice_tr_19500138.wav,122924,polis beş binden fazla sahte avroya el koydu
common_voice_tr_17760316.wav,129068,bir sürü gazete kapatılıyor
common_voice_tr_17760317.wav,129068,ülke şu anda iki federasyona üye
common_voice_tr_17760318.wav,186668,bu noktada sizi bekleyen büyük güçlükler nelerdir
common_voice_tr_17760319.wav,141356,yardımın varış noktası sorun yaratıyor
common_voice_tr_17760321.wav,123692,maç oldukça diplomatik bir sonuçla bir bir bitti
common_voice_tr_17897589.wav,119852,bu yüzden cenaze tarihi halka açıklanmayacak
common_voice_tr_17897591.wav,88364,ashton geleceğe de baktı
common_voice_tr_17897590.wav,119852,son başvuru tarihi yirmi altı şubat iki bin on
common_voice_tr_17897592.wav,112940,bunlar bu yasanın düzenlemesi gereken konular
common_voice_tr_17897595.wav,69932,o konuda ne yapacağız
common_voice_tr_17897597.wav,102188,organize suç olasılığı da dışlanmadı
common_voice_tr_17897596.wav,109100,burada olay hastanın etrafında gelişiyor
common_voice_tr_17343925.wav,122924,bu yıla ilişkin beklentileriniz nelerdir
common_voice_tr_17343927.wav,145964,bu konu üzerinde iyi düşünmemiz gerekir
common_voice_tr_17343928.wav,111404,park alanları çoğunlukla ücretsiz
common_voice_tr_17343931.wav,155948,broz büyükbabasının başarılarını gururla anıyor
common_voice_tr_17343933.wav,125228,ayrıca planda anaokulları da bulunuyor
common_voice_tr_18741836.wav,147500,final karşılaşması ankara'da oynandı
common_voice_tr_18741838.wav,162860,peki balkan sporcuları şanslılar arasında yer alacak mı
common_voice_tr_18741851.wav,109100,sorguya cuma günü de devam edildi
common_voice_tr_18741844.wav,129836,seçimleri nasıl değerlendiriyorsunuz
common_voice_tr_18741852.wav,110636,teklif süresi on şubat'ta sona eriyor
common_voice_tr_18741853.wav,150572,ben de neden bunları burada yapmayalım ki dedim
common_voice_tr_18741858.wav,192812,fouere iki ülkeyi sorunu abartmamaya çağırdı
common_voice_tr_18741860.wav,121388,son olarak da yunanistan bir dünya markasıdır
common_voice_tr_17689458.wav,71468,barış ertelendi mi
common_voice_tr_17689459.wav,194348,evrak işlerini halletmek iki üç ay sürerse yunanistan'a hangi şirket gelir
common_voice_tr_17689462.wav,125228,hükümetten gelen tepkilerse pek olumlu olmadı
common_voice_tr_17689469.wav,253484,ve en zorlu seyirci yani çocuklar arasındaki ilgiyi nasıl devam ettirebiliyorsunuz
common_voice_tr_17689470.wav,79148,bu açılımlar daha ilk adımlar
common_voice_tr_17689471.wav,126764,bu tip sorular karşısında üzülen konuklar oluyor mu
common_voice_tr_17689472.wav,102188,ancak yunanlılar aynı fikirde değil
common_voice_tr_18529728.wav,140588,ana sorun finansman
common_voice_tr_18529727.wav,199724,sezaryen maliyetiyse bunun iki katından fazla
common_voice_tr_18529731.wav,172076,birçok blogcu adaylığın olumlu olduğuna inanıyor
common_voice_tr_18529748.wav,185132,günümüzde siyasetçiler hiçbir şey yapmıyor
common_voice_tr_18529751.wav,185900,projenin üç yıl içinde tamamlanması bekleniyor
common_voice_tr_18529750.wav,145196,bitola'daki bir ilkti
common_voice_tr_18938749.wav,129068,yeniden inşa çalışmaları yeni başladı
common_voice_tr_18938745.wav,166700,aralık bin dokuz yüz doksan üçe kadar da bu mevkide kaldı
common_voice_tr_18938750.wav,182060,karadağ bunda altı yüz yetmiş iki virgül sekiz milyon avroluk paya sahipti
common_voice_tr_18938970.wav,142124,bu ikisi yarı finallerde yanlışlıkla elenmişti
common_voice_tr_18938969.wav,113708,karı severim ama bu çok fazlaydı
common_voice_tr_17864187.wav,117548,kosova'yı vizesiz bir rejime yakınlaştırmalıyız
common_voice_tr_17864186.wav,94508,şimdi de devletten yardım istiyorlar
common_voice_tr_17864188.wav,125228,bunlar haberden ziyade kısa birer film gibiydi
common_voice_tr_17864190.wav,84524,gana da buna kurban gitti
common_voice_tr_17864189.wav,96044,aday listeleriyle ilgili sorun kalmadı
common_voice_tr_17413329.wav,103724,bunların sayısı kaçtır ve bu kişiler gelecekte ne yapacak
common_voice_tr_17413327.wav,163628,bunların her birinin kendi logosu ve damgası var
common_voice_tr_17413330.wav,92204,ancak yine de işler kolay olmamış
common_voice_tr_17413332.wav,103724,eyalet senatosuna da bir ziyaret düzenlendi
common_voice_tr_17413334.wav,107564,bu hırvatistan'da bir ilk olacak
common_voice_tr_17413333.wav,79148,yaklaşık üç bin kişi işinden olabilir
common_voice_tr_17413335.wav,92204,kosova on yedi şubat'ta bağımsızlık ilan etti
common_voice_tr_17342455.wav,159788,hayvar kırmızı biberden yapılıyor
common_voice_tr_17483904.wav,176684,pekin'de sırbistan'ı doksan bir sporcu temsil edecek
common_voice_tr_17356594.wav,156716,proje inşaatın farklı safhalarında ilerliyor
common_voice_tr_17483905.wav,149036,hata yapma potansiyelini tahmin edebilirsiniz
common_voice_tr_17483907.wav,138284,bu anlaşmanın uygulanmasını destekliyor musunuz
common_voice_tr_19358737.wav,194348,dokuz yıl sonra ise tekrar cumhurbaşkanı oldu
common_voice_tr_19358738.wav,188204,bir sonraki ay bir anayasa kabul edildi
common_voice_tr_17483908.wav,135212,bu yaz christina'nın çalıştığı işyeri kapanacak
common_voice_tr_19358739.wav,172844,bundan iki hafta sonra da vefat etti
common_voice_tr_19358740.wav,251948,eğer diyalog mümkünse bu nasıl ve hangi uluslararası unsurların arabuluculuğu ile olabilir
common_voice_tr_19358744.wav,152108,satın alınan hisse miktarı açıklanmadı
common_voice_tr_19358741.wav,171308,dürüst olmak gerekirse bu acı veriyor
common_voice_tr_19358746.wav,132908,ancak hükümet bunu reddediyor
common_voice_tr_19358745.wav,152108,yasa taslağı geçtiğimiz hafta meclise sunuldu
common_voice_tr_17525510.wav,125228,türk medyasındaki tepkiler karışık oldu
common_voice_tr_17525511.wav,145964,bu girişiminde mahkemenin karşılaştığı en büyük güçlük ne oldu
common_voice_tr_17525512.wav,129068,hırvatistan yeni bir rüzgar santraline kavuştu
common_voice_tr_17525515.wav,157484,sizce iki ülke arasında bu bağlamda bir parallellik kurulabilir mi
common_voice_tr_17525514.wav,125228,arnavutluk'ta da bu modeli uygulayacak mısınız
common_voice_tr_17525517.wav,182828,bu değişim aslında bir çeşit yeni osmanlıcılık akımının bir sonucu mu
common_voice_tr_17525518.wav,153644,bu soruşturmalar hangi safhada ve bulgular ne zaman beklenebilir
common_voice_tr_17525516.wav,103724,yanıt yalnızca zamanla verilebilir
common_voice_tr_17525519.wav,107564,erkekler kesinlikle orada olacaktır
common_voice_tr_18747901.wav,188204,bu davaya on sekiz hakim baktı
common_voice_tr_18747906.wav,169004,pek çok dükkan sahibi için işler berbat
common_voice_tr_18748057.wav,138284,irak televizyonu bütün etkinliği belgeledi
common_voice_tr_18748059.wav,161324,bu bombaların yüzde yirmi kadarı patlamadı
common_voice_tr_18748061.wav,165164,türkiye geçen yıl turizmde rekorlar kırdı
common_voice_tr_19253902.wav,132908,bize arkadan ateş de ettiler
common_voice_tr_19253904.wav,140588,nadir bir sikke koleksiyonu da sergileniyor
common_voice_tr_19253903.wav,144428,nüfusun çoğunluğunda kızgınlık var
common_voice_tr_19253967.wav,155948,aydar ve kartal daha sonra serbest bırakıldı
common_voice_tr_19253970.wav,178988,bu bir meclis kararı mı yoksa bağlayıcı bir referandum sonucunda mı olacak
common_voice_tr_18290481.wav,142124,macaristan pasaport politikası mı oynuyor
common_voice_tr_18290483.wav,129068,bu ay yeni ve kapsamlı kazılar başlatılacak
common_voice_tr_18290488.wav,142124,bu yüzden de kimse ateşle oynamamalıdır
common_voice_tr_18290490.wav,129068,şu andaki asker sayısı ise on üç bin
common_voice_tr_18290491.wav,122924,herhangi bir şeyi kanıtlamak mümkün mü
common_voice_tr_18290492.wav,84524,şimdilik
common_voice_tr_17414758.wav,153644,bu tarihsel doku insanları sürekli kente çekiyor
common_voice_tr_17414757.wav,125228,yanında patates kızartması da ister misiniz
common_voice_tr_17414762.wav,109868,şimdiye kadar bir teklif sunulmuş değil
common_voice_tr_17414760.wav,141356,kısaca anfiler ve sınıflar tekrar doldu
common_voice_tr_17414759.wav,151340,en ucuz bilet on dokuz avro civarındaydı
common_voice_tr_17414763.wav,119084,bunu kendim için değil gençler için yapıyorum
common_voice_tr_17993963.wav,142124,roman liderler karışıklık yüzünden ayaklandı
common_voice_tr_17993965.wav,113708,başsavcı bir süredir çekişmelere konu oluyor
common_voice_tr_17993964.wav,119084,bu yılki rapor serinin sekizinci raporu oldu
common_voice_tr_17993966.wav,119084,eylemci grupları daha az ihtiyatlı davrandılar
common_voice_tr_17994015.wav,96044,sınır hizmetlerinin işlevleri artırıldı
common_voice_tr_17994014.wav,138284,tesisi yılda üç yüz elli bin kişi ziyaret ediyor
common_voice_tr_17994016.wav,117548,ancak yeni hükümet bir azınlık hükümeti
common_voice_tr_19815220.wav,245804,bu iddialara yanıtınız nedir
common_voice_tr_17994018.wav,82988,bu ilginin sonuçları ne oldu
common_voice_tr_19815221.wav,153644,onaylanan adaylardan otuz ikisi sırp azınlık mensubu
common_voice_tr_19815222.wav,117548,bu da siyasi açmazın bir sonucu
common_voice_tr_19815223.wav,125228,bulgaristan ise kırk ikinci sırada yer aldı
common_voice_tr_19815224.wav,236588,peki ya çocukların sadece benim değil yunan ailelerinin yetiştirdiği bütün o çocukların geleceği
common_voice_tr_19815225.wav,130604,bazı aileler için hiçbir veri bulunmuyor
common_voice_tr_19815227.wav,117548,ab şimdi endişelerini dile getiriyor
common_voice_tr_19815226.wav,111404,buna mahkemede karar verilecek
common_voice_tr_19815228.wav,115244,fakat bu sürecin bir de kabullenme kısmı var
common_voice_tr_19017262.wav,165932,fakat bu durumun etkileri halen devam ediyor
common_voice_tr_19017259.wav,155180,artık insanlar daha bireysel yaşıyor
common_voice_tr_19017264.wav,186668,hükümetin çarşamba günü ant içmesi bekleniyor
common_voice_tr_19017267.wav,139820,durum bir gecede değişmeyecek
common_voice_tr_19017270.wav,129836,ziyaret yirmi bir temmuz'da gerçekleşecek
common_voice_tr_17530110.wav,76844,çiftliğin tavukları
common_voice_tr_17530112.wav,184364,parti seçimlerden sadece yüzde on sekiz oyla çıktı
common_voice_tr_17530115.wav,122924,şimdiyse bu rakam beş bine yaklaşıyor
common_voice_tr_17530117.wav,122924,bunların otuzu hayatını kaybetti
common_voice_tr_17530122.wav,121388,bu arada da kendi hayatını sürdürmeye çalıştı
common_voice_tr_17530120.wav,111404,ancak bu talep geri çevrildi
common_voice_tr_17530123.wav,99884,bugün ise bunun sonuçlarına tanık oluyoruz
common_voice_tr_18362862.wav,113708,dizi harika
common_voice_tr_18362863.wav,129068,hükümetse suçlamayı reddediyor
common_voice_tr_18362864.wav,125228,ana menüde balık ve domuz eti var
common_voice_tr_18362872.wav,138284,kıbrıs sorununda herhangi bir değişiklik yoktur
common_voice_tr_18362873.wav,165164,parti türkiye'deki seksen bir ilin elli sekizini ele geçirdi
common_voice_tr_18362874.wav,152108,şu andaki personel sayısı iki bin sekiz yüz elli bir
